item_id,user_id,action,vtime
i446,u2729,click,2014/9/18 12:18
i446,u2729,click,2014/9/30 16:56
i446,u2729,click,2014/9/22 14:16
i446,u2729,click,2014/9/17 20:04
i446,u2729,click,2014/9/9 9:35
i446,u2729,click,2014/9/16 11:09
i446,u2729,click,2014/9/15 9:38
i446,u2729,click,2014/9/4 16:11
i446,u2729,click,2014/9/6 17:45
i446,u2729,click,2014/9/12 10:03
i446,u2729,click,2014/9/11 10:15
i446,u2729,click,2014/9/1 11:25
i446,u2729,click,2014/9/14 12:08
i446,u2729,click,2014/9/11 8:40
i446,u2729,click,2014/9/3 18:09
i446,u2729,click,2014/9/17 23:30
i446,u2729,click,2014/9/19 19:11
i446,u2729,click,2014/9/13 10:30
i446,u2729,click,2014/9/22 9:19
i446,u2729,click,2014/9/17 11:28
i446,u2729,click,2014/9/28 19:32
i446,u2729,click,2014/9/23 21:54
i446,u2729,click,2014/9/3 23:48
i446,u2729,click,2014/9/13 21:17
i446,u2729,click,2014/9/12 13:39
i446,u2729,click,2014/9/13 13:04
i446,u2729,click,2014/9/13 15:04
i446,u2729,click,2014/9/8 14:58
i446,u2729,click,2014/9/23 19:10
i446,u2729,click,2014/9/11 11:05
i446,u2729,click,2014/9/9 9:19
i446,u2729,click,2014/9/9 15:45
i446,u2729,click,2014/9/3 16:12
i446,u2729,click,2014/9/1 13:38
i446,u2729,click,2014/9/7 15:18
i446,u2729,click,2014/9/15 21:06
i446,u2729,click,2014/9/7 15:28
i446,u2729,click,2014/9/28 18:06
i446,u2729,click,2014/9/16 9:08
i160,u2734,click,2014/9/13 22:33
i160,u2730,click,2014/9/5 20:44
i160,u2735,click,2014/9/11 21:28
i160,u2736,click,2014/9/4 9:28
i160,u2737,click,2014/9/26 17:04
i160,u2735,click,2014/9/5 9:23
i160,u2738,click,2014/9/28 11:28
i160,u2723,click,2014/9/14 20:15
i160,u2735,click,2014/9/4 8:12
i160,u2739,click,2014/9/25 15:20
i160,u2740,click,2014/9/2 12:55
i160,u2741,click,2014/9/21 15:58
i160,u2742,click,2014/9/17 21:22
i160,u2724,click,2014/9/9 16:20
i160,u2737,click,2014/9/24 12:28
i160,u2737,click,2014/9/27 18:06
i160,u2743,click,2014/9/25 4:12
i160,u2739,click,2014/9/5 12:14
i160,u2744,click,2014/9/23 9:39
i160,u2745,click,2014/9/18 16:44
i160,u2745,click,2014/9/16 14:56
i160,u2745,click,2014/9/1 14:36
i160,u2745,click,2014/9/12 21:47
i160,u2746,click,2014/9/20 11:27
i160,u2747,click,2014/9/16 15:33
i160,u2726,click,2014/9/2 13:12
i160,u2748,click,2014/9/5 3:14
i160,u13,click,2014/9/17 10:06
i160,u2749,click,2014/9/9 14:17
i160,u2750,click,2014/9/25 2:17
i160,u2751,click,2014/9/19 23:40
i160,u2752,click,2014/9/25 20:20
i160,u2753,click,2014/9/11 20:12
i160,u2754,click,2014/9/27 13:07
i160,u2755,click,2014/9/18 22:25
i160,u2756,click,2014/9/24 8:36
i160,u2757,click,2014/9/28 9:31
i160,u2758,click,2014/9/17 9:27
i160,u2759,click,2014/9/27 2:08
i160,u2760,click,2014/9/29 19:13
i160,u2761,click,2014/9/30 20:12
i160,u2728,click,2014/9/1 18:02
i160,u2762,click,2014/9/30 0:06
i160,u2763,click,2014/9/24 11:24
i160,u2764,click,2014/9/29 11:23
i160,u2765,click,2014/9/25 5:02
i160,u2766,click,2014/9/24 21:40
i160,u2767,click,2014/9/9 17:21
i160,u2768,click,2014/9/27 19:06
i160,u2769,click,2014/9/23 20:30
i160,u2770,click,2014/9/25 21:25
i160,u2770,click,2014/9/26 20:11
i160,u2770,click,2014/9/29 13:28
i160,u2771,click,2014/9/26 14:03
i160,u2772,click,2014/9/7 2:52
i160,u48,click,2014/9/26 13:46
i160,u2733,click,2014/9/27 13:14
i160,u2773,click,2014/9/27 3:04
i160,u2774,click,2014/9/1 21:57
i160,u2775,click,2014/9/27 9:46
i160,u2708,click,2014/9/30 19:14
i160,u2776,click,2014/9/24 9:29
i160,u2777,click,2014/9/6 16:24
i160,u2778,click,2014/9/11 3:52
i160,u2778,click,2014/9/26 9:57
i160,u2778,click,2014/9/23 23:30
i160,u2778,click,2014/9/22 14:36
i160,u2778,click,2014/9/23 23:30
i160,u2778,click,2014/9/21 18:43
i160,u2778,click,2014/9/12 23:45
i160,u2778,click,2014/9/24 14:49
i160,u2778,click,2014/9/15 16:17
i160,u2779,click,2014/9/25 21:34
i160,u2780,click,2014/9/28 0:26
i160,u2781,click,2014/9/23 22:25
i160,u2781,click,2014/9/25 14:53
i160,u2781,click,2014/9/22 8:42
i160,u2781,click,2014/9/23 15:26
i160,u2781,click,2014/9/24 10:01
i160,u2781,click,2014/9/29 14:35
i160,u2781,click,2014/9/24 22:35
i160,u2781,click,2014/9/27 22:03
i160,u2781,click,2014/9/24 11:18
i160,u2781,click,2014/9/27 15:40
i160,u2781,click,2014/9/23 22:26
i550,u2724,click,2014/9/16 18:11
i550,u2729,click,2014/9/24 12:42
i550,u2730,click,2014/9/10 19:10
i550,u2782,click,2014/9/23 9:36
i550,u2740,click,2014/9/26 20:50
i550,u2783,click,2014/9/28 16:31
i550,u2784,click,2014/9/2 21:43
i550,u2723,click,2014/9/4 21:34
i550,u2739,click,2014/9/11 5:39
i550,u2785,click,2014/9/8 22:46
i550,u2781,click,2014/9/22 6:10
i550,u2723,click,2014/9/26 9:32
i550,u2723,click,2014/9/21 15:34
i550,u2735,click,2014/9/19 19:40
i53,u2786,click,2014/9/18 14:49
i53,u2787,click,2014/9/7 15:05
i53,u2735,click,2014/9/1 12:45
i53,u2735,click,2014/9/14 12:42
i53,u2788,click,2014/9/16 11:52
i53,u2730,click,2014/9/2 8:40
i53,u2729,click,2014/9/15 20:06
i53,u2789,click,2014/9/10 19:33
i53,u2723,click,2014/9/21 17:14
i53,u2723,click,2014/9/29 16:13
i53,u2723,click,2014/9/5 15:08
i53,u2723,click,2014/9/29 19:36
i53,u2723,click,2014/9/3 13:37
i53,u2740,click,2014/9/20 17:48
i53,u2724,click,2014/9/19 14:44
i53,u2729,click,2014/9/4 17:49
i53,u2723,click,2014/9/23 7:02
i53,u2724,click,2014/9/25 12:42
i53,u2729,click,2014/9/18 14:18
i53,u2723,click,2014/9/29 15:19
i53,u2724,click,2014/9/21 16:11
i53,u2729,click,2014/9/7 21:51
i53,u2723,click,2014/9/4 20:53
i53,u2724,click,2014/9/20 19:33
i53,u2729,click,2014/9/28 20:19
i53,u2723,click,2014/9/24 12:32
i53,u2724,click,2014/9/8 15:37
i53,u2729,click,2014/9/17 16:47
i53,u2723,click,2014/9/24 19:05
i53,u2724,click,2014/9/30 10:41
i53,u2729,click,2014/9/30 16:52
i53,u2723,click,2014/9/2 15:32
i53,u2724,click,2014/9/19 10:47
i53,u2723,click,2014/9/28 15:40
i53,u2723,click,2014/9/2 9:25
i53,u2729,click,2014/9/11 4:26
i53,u2729,click,2014/9/9 6:02
i53,u2729,click,2014/9/6 21:14
i53,u2729,click,2014/9/30 12:52
i53,u2729,click,2014/9/23 16:13
i53,u2729,click,2014/9/13 11:39
i53,u2729,click,2014/9/17 15:45
i53,u2729,click,2014/9/5 8:41
i53,u2729,click,2014/9/12 22:29
i53,u2729,click,2014/9/23 16:25
i53,u2729,click,2014/9/25 16:22
i53,u2729,click,2014/9/21 20:02
i83,u2735,click,2014/9/28 21:03
i83,u2731,click,2014/9/4 20:12
i83,u2730,click,2014/9/20 21:14
i83,u2735,click,2014/9/7 20:49
i83,u2740,click,2014/9/23 0:55
i83,u2790,click,2014/9/14 16:26
i83,u2670,click,2014/9/25 3:43
i83,u2791,click,2014/9/30 13:48
i83,u2781,click,2014/9/27 16:31
i83,u2792,click,2014/9/10 0:21
i83,u2781,click,2014/9/26 2:35
i83,u2793,click,2014/9/16 15:53
i83,u2794,click,2014/9/25 3:02
i83,u2795,click,2014/9/11 16:10
i83,u2781,click,2014/9/26 15:41
i83,u2796,click,2014/9/27 10:33
i83,u2797,click,2014/9/26 21:36
i83,u2798,click,2014/9/23 18:01
i83,u2799,click,2014/9/26 21:38
i83,u2800,click,2014/9/26 17:21
i83,u2801,click,2014/9/25 20:29
i83,u2802,click,2014/9/25 11:08
i83,u2781,click,2014/9/27 17:24
i83,u2803,click,2014/9/18 16:03
i83,u2804,click,2014/9/4 17:42
i83,u2805,click,2014/9/5 18:20
i83,u2781,click,2014/9/23 11:27
i83,u2723,click,2014/9/3 20:14
i83,u2806,click,2014/9/10 15:48
i83,u2724,click,2014/9/12 14:11
i83,u2807,click,2014/9/26 18:11
i83,u2808,click,2014/9/25 1:46
i83,u2809,click,2014/9/25 20:28
i83,u2781,click,2014/9/25 9:33
i83,u2810,click,2014/9/8 21:48
i83,u2781,click,2014/9/29 10:25
i83,u2781,click,2014/9/27 2:16
i83,u2781,click,2014/9/28 21:56
i83,u2781,click,2014/9/26 12:57
i83,u2729,click,2014/9/10 16:43
i83,u2781,click,2014/9/27 12:11
i83,u2781,click,2014/9/28 7:00
i83,u2781,click,2014/9/29 10:42
i83,u2781,click,2014/9/27 11:00
i83,u2781,click,2014/9/27 0:19
i83,u2781,click,2014/9/26 0:52
i83,u2781,click,2014/9/25 17:40
i83,u2781,click,2014/9/26 3:43
i83,u2781,click,2014/9/27 13:25
i120,u2745,click,2014/9/20 15:44
i120,u2724,click,2014/9/16 11:56
i331,u2811,click,2014/9/20 14:47
i331,u2812,click,2014/9/27 16:54
i331,u2813,click,2014/9/29 13:12
i331,u2814,click,2014/9/23 21:31
i331,u2815,click,2014/9/19 11:20
i331,u2816,click,2014/9/26 17:16
i331,u2817,click,2014/9/25 18:29
i331,u2818,click,2014/9/23 15:18
i331,u2819,click,2014/9/24 19:59
i331,u2820,click,2014/9/23 10:25
i331,u2633,click,2014/9/28 18:29
i331,u2821,click,2014/9/27 15:04
i331,u2822,click,2014/9/25 16:25
i331,u2823,click,2014/9/25 16:30
i331,u2824,click,2014/9/23 9:42
i331,u2825,click,2014/9/25 16:47
i331,u2826,click,2014/9/4 23:40
i331,u2827,click,2014/9/19 15:11
i331,u2828,click,2014/9/29 12:03
i331,u2829,click,2014/9/17 14:09
i331,u2830,click,2014/9/10 18:10
i331,u2798,click,2014/9/4 5:22
i331,u2831,click,2014/9/30 21:19
i331,u2832,click,2014/9/10 13:53
i331,u2833,click,2014/9/18 21:41
i331,u2834,click,2014/9/25 23:07
i331,u2734,click,2014/9/17 9:22
i331,u2835,click,2014/9/21 20:23
i331,u2836,click,2014/9/22 14:45
i331,u2837,click,2014/9/7 11:37
i331,u2838,click,2014/9/1 10:38
i331,u2787,click,2014/9/8 19:08
i331,u2728,click,2014/9/26 22:34
i331,u2839,click,2014/9/1 14:08
i331,u2840,click,2014/9/27 20:02
i331,u2841,click,2014/9/9 22:03
i331,u2842,click,2014/9/5 12:04
i331,u2842,click,2014/9/12 21:39
i331,u2842,click,2014/9/5 12:22
i121,u2690,click,2014/9/29 10:59
i121,u2843,click,2014/9/11 15:39
i121,u2724,click,2014/9/5 10:13
i121,u2844,click,2014/9/7 11:18
i121,u2842,click,2014/9/4 12:45
i121,u2845,click,2014/9/26 14:17
i198,u2781,click,2014/9/27 16:19
i198,u2723,click,2014/9/19 22:11
i198,u2723,click,2014/9/7 20:38
i198,u2846,click,2014/9/6 15:35
i237,u2665,click,2014/9/28 22:04
i237,u2847,click,2014/9/22 9:41
i237,u2730,click,2014/9/11 11:25
i237,u2723,click,2014/9/11 9:52
i237,u2735,click,2014/9/14 11:40
i237,u2730,click,2014/9/1 14:46
i237,u2740,click,2014/9/13 21:18
i237,u2786,click,2014/9/12 20:24
i237,u2732,click,2014/9/18 11:51
i237,u2848,click,2014/9/16 15:50
i237,u2849,click,2014/9/29 12:02
i237,u2801,click,2014/9/2 10:52
i237,u2723,click,2014/9/12 18:31
i237,u2723,click,2014/9/15 17:33
i237,u2723,click,2014/9/13 20:14
i237,u2850,click,2014/9/13 9:33
i237,u2851,click,2014/9/13 21:09
i237,u2740,click,2014/9/12 10:59
i237,u2724,click,2014/9/13 14:01
i237,u2723,click,2014/9/12 11:17
i237,u2852,click,2014/9/11 13:06
i237,u2853,click,2014/9/19 22:48
i237,u2854,click,2014/9/14 15:56
i237,u2788,click,2014/9/16 11:00
i237,u2855,click,2014/9/20 22:10
i237,u2708,click,2014/9/30 20:41
i237,u2856,click,2014/9/14 21:16
i237,u2857,click,2014/9/18 12:02
i237,u2858,click,2014/9/11 13:14
i237,u2770,click,2014/9/30 14:02
i46,u2801,click,2014/9/20 21:37
i46,u2730,click,2014/9/10 15:57
i46,u2801,click,2014/9/7 22:53
i46,u2859,click,2014/9/27 9:46
i46,u2730,click,2014/9/16 10:22
i46,u2860,click,2014/9/9 21:52
i46,u2861,click,2014/9/17 16:01
i46,u2801,click,2014/9/11 12:18
i46,u2731,click,2014/9/9 10:49
i46,u2731,click,2014/9/13 10:56
i46,u2731,click,2014/9/9 8:50
i46,u2862,click,2014/9/21 16:26
i46,u2863,click,2014/9/15 16:54
i46,u2864,click,2014/9/11 19:26
i46,u2865,click,2014/9/17 0:48
i46,u2866,click,2014/9/19 23:34
i46,u2739,click,2014/9/15 15:06
i46,u2724,click,2014/9/7 8:42
i46,u2786,click,2014/9/6 21:34
i46,u2723,click,2014/9/26 21:05
i46,u2724,click,2014/9/11 13:17
i46,u2723,click,2014/9/5 10:28
i46,u2745,click,2014/9/8 16:14
i46,u2867,click,2014/9/25 3:57
i46,u2868,click,2014/9/23 23:16
i46,u2869,click,2014/9/21 11:24
i46,u2729,click,2014/9/11 10:39
i46,u2729,click,2014/9/11 15:15
i46,u2729,click,2014/9/17 19:58
i46,u2729,click,2014/9/9 11:51
i46,u2870,click,2014/9/22 19:21
i46,u2871,click,2014/9/23 16:37
i46,u2872,click,2014/9/11 16:16
i46,u2740,click,2014/9/21 19:47
i46,u2740,click,2014/9/9 11:56
i439,u2873,click,2014/9/20 16:21
i439,u2735,click,2014/9/23 12:48
i275,u2729,click,2014/9/26 5:03
i275,u2739,click,2014/9/1 3:20
i275,u2739,click,2014/9/2 5:32
i275,u2874,click,2014/9/6 12:16
i275,u2875,click,2014/9/10 17:08
i275,u2739,click,2014/9/14 19:47
i275,u2876,click,2014/9/22 9:34
i275,u2877,click,2014/9/9 1:20
i275,u2878,click,2014/9/1 0:30
i275,u2730,click,2014/9/8 10:33
i275,u2879,click,2014/9/17 15:52
i275,u2880,click,2014/9/6 20:04
i275,u2881,click,2014/9/21 15:12
i275,u2881,click,2014/9/1 21:23
i275,u2881,click,2014/9/12 1:08
i275,u2881,click,2014/9/18 12:44
i275,u2881,click,2014/9/18 2:12
i275,u2881,click,2014/9/11 14:24
i275,u2881,click,2014/9/19 14:04
i275,u2881,click,2014/9/3 21:20
i275,u2881,click,2014/9/15 12:47
i275,u2881,click,2014/9/9 10:17
i275,u2881,click,2014/9/29 17:25
i275,u2881,click,2014/9/2 23:00
i275,u2881,click,2014/9/3 18:07
i275,u2881,click,2014/9/17 7:00
i275,u2881,click,2014/9/19 21:19
i275,u2881,click,2014/9/15 20:44
i275,u2881,click,2014/9/20 19:34
i275,u2881,click,2014/9/20 19:39
i275,u2881,click,2014/9/1 17:11
i275,u2881,click,2014/9/1 21:46
i275,u2881,click,2014/9/9 17:37
i275,u2881,click,2014/9/3 18:57
i275,u2881,click,2014/9/16 21:25
i275,u2881,click,2014/9/27 18:21
i275,u2881,click,2014/9/28 10:12
i275,u2881,click,2014/9/3 17:41
i266,u2740,click,2014/9/6 22:36
i266,u2882,click,2014/9/9 23:00
i266,u2883,click,2014/9/6 17:54
i266,u2729,click,2014/9/5 21:50
i266,u2851,click,2014/9/22 20:02
i266,u2884,click,2014/9/6 10:48
i266,u2885,click,2014/9/2 23:42
i266,u2886,click,2014/9/4 23:13
i266,u2731,click,2014/9/24 22:22
i266,u2887,click,2014/9/2 19:03
i266,u2888,click,2014/9/22 23:11
i266,u2723,click,2014/9/15 21:03
i266,u21,click,2014/9/23 9:10
i266,u2889,click,2014/9/10 20:17
i266,u2724,click,2014/9/29 11:20
i266,u2723,click,2014/9/19 22:10
i266,u2723,click,2014/9/29 22:43
i266,u2723,click,2014/9/19 16:31
i266,u2723,click,2014/9/29 11:27
i45,u2788,click,2014/9/13 18:56
i45,u2745,click,2014/9/23 16:38
i45,u2890,click,2014/9/3 0:11
i45,u2891,click,2014/9/3 8:52
i45,u2842,click,2014/9/14 19:53
i45,u2832,click,2014/9/22 11:47
i45,u2729,click,2014/9/22 12:12
i45,u2892,click,2014/9/20 13:55
i45,u2893,click,2014/9/1 11:04
i45,u2894,click,2014/9/11 17:22
i45,u2858,click,2014/9/11 10:00
i392,u2895,click,2014/9/18 23:32
i392,u2896,click,2014/9/24 21:20
i392,u2723,click,2014/9/3 22:02
i392,u2732,click,2014/9/7 23:53
i392,u2732,click,2014/9/4 13:36
i392,u2732,click,2014/9/21 21:33
i392,u2897,click,2014/9/12 19:43
i392,u2730,click,2014/9/3 0:00
i392,u2740,click,2014/9/23 12:43
i392,u2729,click,2014/9/12 19:26
i392,u2740,click,2014/9/17 16:09
i392,u2729,click,2014/9/19 22:53
i392,u2729,click,2014/9/13 15:41
i392,u2729,click,2014/9/19 17:10
i392,u2729,click,2014/9/30 19:22
i392,u2729,click,2014/9/15 23:43
i392,u2723,click,2014/9/30 12:34
i392,u2724,click,2014/9/23 22:50
i392,u2729,click,2014/9/17 17:29
i392,u2723,click,2014/9/29 23:01
i392,u2724,click,2014/9/24 12:23
i392,u2729,click,2014/9/26 16:42
i392,u2723,click,2014/9/10 13:38
i392,u2724,click,2014/9/24 16:42
i392,u2724,click,2014/9/23 16:34
i392,u2724,click,2014/9/9 22:18
i392,u2724,click,2014/9/18 13:23
i392,u2729,click,2014/9/22 18:53
i392,u2729,click,2014/9/29 16:14
i392,u2729,click,2014/9/12 14:22
i392,u2729,click,2014/9/14 16:52
i392,u2729,click,2014/9/24 20:32
i392,u2729,click,2014/9/1 13:30
i392,u2729,click,2014/9/20 21:53
i392,u2729,click,2014/9/16 12:24
i392,u2729,click,2014/9/14 20:40
i392,u2729,click,2014/9/18 19:26
i392,u2729,click,2014/9/6 11:52
i443,u2898,click,2014/9/17 19:54
i79,u2899,click,2014/9/23 12:03
i79,u2726,click,2014/9/21 12:02
i79,u2900,click,2014/9/27 21:16
i79,u2901,click,2014/9/26 23:10
i79,u2756,click,2014/9/13 22:25
i79,u2902,click,2014/9/22 16:44
i79,u2740,click,2014/9/28 9:53
i79,u2903,click,2014/9/30 14:04
i79,u2904,click,2014/9/21 16:27
i79,u2905,click,2014/9/16 18:00
i79,u2731,click,2014/9/29 9:14
i79,u2906,click,2014/9/20 21:01
i79,u2907,click,2014/9/26 19:33
i79,u2908,click,2014/9/28 14:16
i79,u2723,click,2014/9/28 8:40
i79,u2909,click,2014/9/10 8:51
i79,u2910,click,2014/9/30 22:54
i79,u2911,click,2014/9/24 19:27
i79,u2912,click,2014/9/27 20:05
i79,u2729,click,2014/9/8 22:36
i79,u2739,click,2014/9/9 21:44
i79,u2739,click,2014/9/26 0:28
i79,u2722,click,2014/9/16 8:34
i79,u32,click,2014/9/22 14:06
i79,u2724,click,2014/9/12 13:27
i79,u2722,click,2014/9/11 9:07
i324,u2913,click,2014/9/10 21:40
i324,u2850,click,2014/9/20 11:09
i324,u2745,click,2014/9/10 9:24
i324,u2735,click,2014/9/10 14:47
